,NO_PAI,NO,Abertura,PER,VAZAO,PROB
183,183,184,1,6,109.0,0.3333333333333333
184,183,185,2,6,81.0,0.3333333333333333
185,183,186,3,6,85.0,0.3333333333333333
186,178,187,3,5,58.0,0.3333333333333333
187,187,188,1,6,44.0,0.3333333333333333
188,187,189,2,6,40.0,0.3333333333333333
189,187,190,3,6,68.0,0.3333333333333333
190,164,191,3,4,180.0,0.3333333333333333
191,191,192,1,5,208.0,0.3333333333333333
192,192,193,1,6,107.0,0.3333333333333333
193,192,194,2,6,105.0,0.3333333333333333
194,192,195,3,6,90.0,0.3333333333333333
195,191,196,2,5,128.0,0.3333333333333333
196,196,197,1,6,73.0,0.3333333333333333
197,196,198,2,6,55.0,0.3333333333333333
198,196,199,3,6,138.0,0.3333333333333333
199,191,200,3,5,177.0,0.3333333333333333
200,200,201,1,6,80.0,0.3333333333333333
201,200,202,2,6,97.0,0.3333333333333333
202,200,203,3,6,44.0,0.3333333333333333
203,123,204,3,3,351.0,0.3333333333333333
204,204,205,1,4,255.0,0.3333333333333333
205,205,206,1,5,128.0,0.3333333333333333
206,206,207,1,6,64.0,0.3333333333333333
207,206,208,2,6,108.0,0.3333333333333333
208,206,209,3,6,55.0,0.3333333333333333
209,205,210,2,5,66.0,0.3333333333333333
210,210,211,1,6,96.0,0.3333333333333333
211,210,212,2,6,73.0,0.3333333333333333
212,210,213,3,6,139.0,0.3333333333333333
213,205,214,3,5,107.0,0.3333333333333333
214,214,215,1,6,128.0,0.3333333333333333
215,214,216,2,6,109.0,0.3333333333333333
216,214,217,3,6,102.0,0.3333333333333333
217,204,218,2,4,137.0,0.3333333333333333
218,218,219,1,5,83.0,0.3333333333333333
219,219,220,1,6,132.0,0.3333333333333333
220,219,221,2,6,59.0,0.3333333333333333
221,219,222,3,6,119.0,0.3333333333333333
222,218,223,2,5,166.0,0.3333333333333333
223,223,224,1,6,132.0,0.3333333333333333
224,223,225,2,6,128.0,0.3333333333333333
225,223,226,3,6,96.0,0.3333333333333333
226,218,227,3,5,479.0,0.3333333333333333
227,227,228,1,6,42.0,0.3333333333333333
228,227,229,2,6,86.0,0.3333333333333333
229,227,230,3,6,113.0,0.3333333333333333
230,204,231,3,4,110.0,0.3333333333333333
231,231,232,1,5,156.0,0.3333333333333333
232,232,233,1,6,102.0,0.3333333333333333
233,232,234,2,6,85.0,0.3333333333333333
234,232,235,3,6,86.0,0.3333333333333333
235,231,236,2,5,166.0,0.3333333333333333
236,236,237,1,6,86.0,0.3333333333333333
237,236,238,2,6,121.0,0.3333333333333333
238,236,239,3,6,93.0,0.3333333333333333
239,231,240,3,5,80.0,0.3333333333333333
240,240,241,1,6,109.0,0.3333333333333333
241,240,242,2,6,86.0,0.3333333333333333
242,240,243,3,6,44.0,0.3333333333333333
243,1,244,3,2,302.0,0.3333333333333333
244,244,245,1,3,389.0,0.3333333333333333
245,245,246,1,4,170.0,0.3333333333333333
246,246,247,1,5,136.0,0.3333333333333333
247,247,248,1,6,92.0,0.3333333333333333
248,247,249,2,6,73.0,0.3333333333333333
249,247,250,3,6,132.0,0.3333333333333333
250,246,251,2,5,215.0,0.3333333333333333
251,251,252,1,6,115.0,0.3333333333333333
252,251,253,2,6,115.0,0.3333333333333333
253,251,254,3,6,108.0,0.3333333333333333
254,246,255,3,5,141.0,0.3333333333333333
255,255,256,1,6,81.0,0.3333333333333333
256,255,257,2,6,80.0,0.3333333333333333
257,255,258,3,6,97.0,0.3333333333333333
258,245,259,2,4,197.0,0.3333333333333333
259,259,260,1,5,332.0,0.3333333333333333
260,260,261,1,6,108.0,0.3333333333333333
261,260,262,2,6,72.0,0.3333333333333333
262,260,263,3,6,40.0,0.3333333333333333
263,259,264,2,5,149.0,0.3333333333333333
264,264,265,1,6,115.0,0.3333333333333333
265,264,266,2,6,66.0,0.3333333333333333
266,264,267,3,6,40.0,0.3333333333333333
267,259,268,3,5,97.0,0.3333333333333333
268,268,269,1,6,59.0,0.3333333333333333
269,268,270,2,6,168.0,0.3333333333333333
270,268,271,3,6,115.0,0.3333333333333333
271,245,272,3,4,576.0,0.3333333333333333
272,272,273,1,5,119.0,0.3333333333333333
273,273,274,1,6,122.0,0.3333333333333333
274,273,275,2,6,92.0,0.3333333333333333
275,273,276,3,6,113.0,0.3333333333333333
276,272,277,2,5,128.0,0.3333333333333333
277,277,278,1,6,68.0,0.3333333333333333
278,277,279,2,6,119.0,0.3333333333333333
279,277,280,3,6,90.0,0.3333333333333333
280,272,281,3,5,233.0,0.3333333333333333
281,281,282,1,6,73.0,0.3333333333333333
282,281,283,2,6,68.0,0.3333333333333333
283,281,284,3,6,97.0,0.3333333333333333
284,244,285,2,3,381.0,0.3333333333333333
285,285,286,1,4,275.0,0.3333333333333333
286,286,287,1,5,77.0,0.3333333333333333
287,287,288,1,6,117.0,0.3333333333333333
288,287,289,2,6,109.0,0.3333333333333333
289,287,290,3,6,116.0,0.3333333333333333
290,286,291,2,5,140.0,0.3333333333333333
291,291,292,1,6,102.0,0.3333333333333333
292,291,293,2,6,115.0,0.3333333333333333
293,291,294,3,6,144.0,0.3333333333333333
294,286,295,3,5,128.0,0.3333333333333333
295,295,296,1,6,102.0,0.3333333333333333
296,295,297,2,6,86.0,0.3333333333333333
297,295,298,3,6,139.0,0.3333333333333333
298,285,299,2,4,230.0,0.3333333333333333
299,299,300,1,5,123.0,0.3333333333333333
300,300,301,1,6,42.0,0.3333333333333333
301,300,302,2,6,144.0,0.3333333333333333
302,300,303,3,6,332.0,0.3333333333333333
303,299,304,2,5,149.0,0.3333333333333333
304,304,305,1,6,86.0,0.3333333333333333
305,304,306,2,6,98.0,0.3333333333333333
306,304,307,3,6,113.0,0.3333333333333333
307,299,308,3,5,72.0,0.3333333333333333
308,308,309,1,6,139.0,0.3333333333333333
309,308,310,2,6,88.0,0.3333333333333333
310,308,311,3,6,122.0,0.3333333333333333
311,285,312,3,4,213.0,0.3333333333333333
312,312,313,1,5,96.0,0.3333333333333333
313,313,314,1,6,81.0,0.3333333333333333
314,313,315,2,6,64.0,0.3333333333333333
315,313,316,3,6,40.0,0.3333333333333333
316,312,317,2,5,149.0,0.3333333333333333
317,317,318,1,6,133.0,0.3333333333333333
318,317,319,2,6,113.0,0.3333333333333333
319,317,320,3,6,76.0,0.3333333333333333
320,312,321,3,5,123.0,0.3333333333333333
321,321,322,1,6,88.0,0.3333333333333333
322,321,323,2,6,144.0,0.3333333333333333
323,321,324,3,6,44.0,0.3333333333333333
324,244,325,3,3,215.0,0.3333333333333333
325,325,326,1,4,163.0,0.3333333333333333
326,326,327,1,5,165.0,0.3333333333333333
327,327,328,1,6,119.0,0.3333333333333333
328,327,329,2,6,113.0,0.3333333333333333
329,327,330,3,6,73.0,0.3333333333333333
330,326,331,2,5,332.0,0.3333333333333333
331,331,332,1,6,42.0,0.3333333333333333
332,331,333,2,6,85.0,0.3333333333333333
333,331,334,3,6,113.0,0.3333333333333333
334,326,335,3,5,231.0,0.3333333333333333
335,335,336,1,6,65.0,0.3333333333333333
336,335,337,2,6,96.0,0.3333333333333333
337,335,338,3,6,90.0,0.3333333333333333
338,325,339,2,4,170.0,0.3333333333333333
339,339,340,1,5,114.0,0.3333333333333333
340,340,341,1,6,132.0,0.3333333333333333
341,340,342,2,6,96.0,0.3333333333333333
342,340,343,3,6,66.0,0.3333333333333333
343,339,344,2,5,162.0,0.3333333333333333
344,344,345,1,6,84.0,0.3333333333333333
345,344,346,2,6,42.0,0.3333333333333333
346,344,347,3,6,106.0,0.3333333333333333
347,339,348,3,5,172.0,0.3333333333333333
348,348,349,1,6,113.0,0.3333333333333333
349,348,350,2,6,86.0,0.3333333333333333
350,348,351,3,6,76.0,0.3333333333333333
351,325,352,3,4,267.0,0.3333333333333333
352,352,353,1,5,169.0,0.3333333333333333
353,353,354,1,6,76.0,0.3333333333333333
354,353,355,2,6,82.0,0.3333333333333333
355,353,356,3,6,85.0,0.3333333333333333
356,352,357,2,5,108.0,0.3333333333333333
357,357,358,1,6,107.0,0.3333333333333333
358,357,359,2,6,86.0,0.3333333333333333
359,357,360,3,6,121.0,0.3333333333333333
360,352,361,3,5,150.0,0.3333333333333333
361,361,362,1,6,92.0,0.3333333333333333
362,361,363,2,6,109.0,0.3333333333333333
363,361,364,3,6,160.0,0.3333333333333333
