,Data,vazao,periodo
117,1940-10-01,464,10
118,1940-11-01,1043,11
119,1940-12-01,1554,12
120,1941-01-01,1710,1
121,1941-02-01,1005,2
122,1941-03-01,973,3
123,1941-04-01,794,4
124,1941-05-01,508,5
125,1941-06-01,458,6
126,1941-07-01,456,7
127,1941-08-01,334,8
128,1941-09-01,607,9
129,1941-10-01,666,10
130,1941-11-01,704,11
131,1941-12-01,1307,12
132,1942-01-01,1309,1
133,1942-02-01,1244,2
134,1942-03-01,1863,3
135,1942-04-01,1033,4
136,1942-05-01,768,5
137,1942-06-01,637,6
138,1942-07-01,546,7
139,1942-08-01,419,8
140,1942-09-01,390,9
141,1942-10-01,540,10
142,1942-11-01,858,11
143,1942-12-01,1231,12
144,1943-01-01,2727,1
145,1943-02-01,2198,2
146,1943-03-01,2057,3
147,1943-04-01,1132,4
148,1943-05-01,826,5
149,1943-06-01,680,6
150,1943-07-01,554,7
151,1943-08-01,495,8
152,1943-09-01,442,9
153,1943-10-01,648,10
154,1943-11-01,657,11
155,1943-12-01,1094,12
156,1944-01-01,1003,1
157,1944-02-01,1521,2
158,1944-03-01,1631,3
159,1944-04-01,915,4
160,1944-05-01,618,5
161,1944-06-01,495,6
162,1944-07-01,422,7
163,1944-08-01,347,8
164,1944-09-01,293,9
165,1944-10-01,340,10
166,1944-11-01,508,11
167,1944-12-01,671,12
168,1945-01-01,875,1
169,1945-02-01,1978,2
170,1945-03-01,1208,3
171,1945-04-01,995,4
172,1945-05-01,628,5
173,1945-06-01,553,6
174,1945-07-01,500,7
175,1945-08-01,349,8
176,1945-09-01,314,9
177,1945-10-01,349,10
178,1945-11-01,765,11
179,1945-12-01,1585,12
180,1946-01-01,3201,1
181,1946-02-01,1310,2
182,1946-03-01,1467,3
183,1946-04-01,1152,4
184,1946-05-01,756,5
185,1946-06-01,627,6
186,1946-07-01,548,7
187,1946-08-01,430,8
188,1946-09-01,335,9
189,1946-10-01,516,10
190,1946-11-01,690,11
191,1946-12-01,749,12
192,1947-01-01,1775,1
193,1947-02-01,1840,2
194,1947-03-01,3757,3
195,1947-04-01,1677,4
196,1947-05-01,1034,5
197,1947-06-01,804,6
198,1947-07-01,699,7
199,1947-08-01,548,8
200,1947-09-01,814,9
201,1947-10-01,627,10
202,1947-11-01,714,11
203,1947-12-01,1331,12
204,1948-01-01,1503,1
205,1948-02-01,1721,2
206,1948-03-01,1826,3
207,1948-04-01,1075,4
208,1948-05-01,769,5
209,1948-06-01,668,6
210,1948-07-01,480,7
211,1948-08-01,419,8
212,1948-09-01,349,9
213,1948-10-01,385,10
214,1948-11-01,765,11
215,1948-12-01,1263,12
216,1949-01-01,1682,1
217,1949-02-01,2221,2
218,1949-03-01,1327,3
219,1949-04-01,951,4
220,1949-05-01,757,5
221,1949-06-01,618,6
222,1949-07-01,467,7
223,1949-08-01,385,8
224,1949-09-01,337,9
225,1949-10-01,399,10
226,1949-11-01,716,11
227,1949-12-01,1153,12
228,1950-01-01,1559,1
229,1950-02-01,2519,2
230,1950-03-01,1581,3
231,1950-04-01,1185,4
232,1950-05-01,852,5
233,1950-06-01,655,6
234,1950-07-01,592,7
235,1950-08-01,496,8
236,1950-09-01,428,9
237,1950-10-01,485,10
238,1950-11-01,1059,11
239,1950-12-01,1649,12
240,1951-01-01,1568,1
241,1951-02-01,1994,2
242,1951-03-01,1806,3
243,1951-04-01,1276,4
244,1951-05-01,899,5
245,1951-06-01,700,6
246,1951-07-01,557,7
247,1951-08-01,476,8
248,1951-09-01,388,9
249,1951-10-01,432,10
250,1951-11-01,377,11
251,1951-12-01,761,12
252,1952-01-01,1214,1
253,1952-02-01,1881,2
254,1952-03-01,2356,3
255,1952-04-01,1386,4
256,1952-05-01,770,5
257,1952-06-01,706,6
258,1952-07-01,507,7
259,1952-08-01,406,8
260,1952-09-01,404,9
261,1952-10-01,382,10
262,1952-11-01,661,11
263,1952-12-01,791,12
264,1953-01-01,605,1
265,1953-02-01,680,2
266,1953-03-01,839,3
267,1953-04-01,1040,4
268,1953-05-01,509,5
269,1953-06-01,409,6
270,1953-07-01,354,7
271,1953-08-01,303,8
272,1953-09-01,307,9
273,1953-10-01,330,10
274,1953-11-01,513,11
275,1953-12-01,813,12
276,1954-01-01,743,1
277,1954-02-01,1261,2
278,1954-03-01,666,3
279,1954-04-01,661,4
280,1954-05-01,632,5
281,1954-06-01,450,6
282,1954-07-01,328,7
283,1954-08-01,273,8
284,1954-09-01,222,9
285,1954-10-01,299,10
286,1954-11-01,420,11
287,1954-12-01,593,12
288,1955-01-01,1186,1
289,1955-02-01,722,2
290,1955-03-01,913,3
291,1955-04-01,665,4
292,1955-05-01,417,5
293,1955-06-01,380,6
294,1955-07-01,280,7
295,1955-08-01,232,8
296,1955-09-01,248,9
297,1955-10-01,284,10
298,1955-11-01,417,11
299,1955-12-01,1163,12
300,1956-01-01,1103,1
301,1956-02-01,712,2
302,1956-03-01,1184,3
303,1956-04-01,597,4
304,1956-05-01,564,5
305,1956-06-01,532,6
306,1956-07-01,399,7
307,1956-08-01,430,8
308,1956-09-01,352,9
309,1956-10-01,310,10
310,1956-11-01,416,11
311,1956-12-01,1165,12
312,1957-01-01,1605,1
313,1957-02-01,1475,2
314,1957-03-01,1663,3
315,1957-04-01,1548,4
316,1957-05-01,952,5
317,1957-06-01,681,6
318,1957-07-01,587,7
319,1957-08-01,465,8
320,1957-09-01,620,9
321,1957-10-01,437,10
322,1957-11-01,784,11
323,1957-12-01,1202,12
324,1958-01-01,955,1
325,1958-02-01,1535,2
326,1958-03-01,1249,3
327,1958-04-01,897,4
328,1958-05-01,894,5
329,1958-06-01,752,6
330,1958-07-01,638,7
331,1958-08-01,480,8
332,1958-09-01,585,9
333,1958-10-01,662,10
334,1958-11-01,711,11
335,1958-12-01,847,12
336,1959-01-01,1815,1
337,1959-02-01,1408,2
338,1959-03-01,1250,3
339,1959-04-01,1094,4
340,1959-05-01,693,5
341,1959-06-01,581,6
342,1959-07-01,497,7
343,1959-08-01,465,8
344,1959-09-01,401,9
345,1959-10-01,428,10
346,1959-11-01,668,11
347,1959-12-01,780,12
348,1960-01-01,1564,1
349,1960-02-01,1646,2
350,1960-03-01,2119,3
351,1960-04-01,999,4
352,1960-05-01,859,5
353,1960-06-01,651,6
354,1960-07-01,638,7
355,1960-08-01,508,8
356,1960-09-01,397,9
357,1960-10-01,428,10
358,1960-11-01,548,11
359,1960-12-01,1311,12
360,1961-01-01,2747,1
361,1961-02-01,2902,2
362,1961-03-01,2754,3
363,1961-04-01,1457,4
364,1961-05-01,1223,5
365,1961-06-01,841,6
366,1961-07-01,676,7
367,1961-08-01,571,8
368,1961-09-01,506,9
369,1961-10-01,426,10
370,1961-11-01,636,11
371,1961-12-01,772,12
372,1962-01-01,1300,1
373,1962-02-01,2389,2
374,1962-03-01,1573,3
375,1962-04-01,944,4
376,1962-05-01,796,5
377,1962-06-01,696,6
378,1962-07-01,534,7
379,1962-08-01,472,8
380,1962-09-01,464,9
381,1962-10-01,695,10
382,1962-11-01,833,11
383,1962-12-01,1454,12
384,1963-01-01,1723,1
385,1963-02-01,1489,2
386,1963-03-01,994,3
387,1963-04-01,640,4
388,1963-05-01,524,5
389,1963-06-01,442,6
390,1963-07-01,399,7
391,1963-08-01,347,8
392,1963-09-01,297,9
393,1963-10-01,369,10
394,1963-11-01,507,11
395,1963-12-01,334,12
396,1964-01-01,1453,1
397,1964-02-01,1954,2
398,1964-03-01,823,3
399,1964-04-01,752,4
400,1964-05-01,611,5
401,1964-06-01,469,6
402,1964-07-01,378,7
403,1964-08-01,258,8
404,1964-09-01,225,9
405,1964-10-01,531,10
406,1964-11-01,742,11
407,1964-12-01,1255,12
408,1965-01-01,2464,1
409,1965-02-01,3125,2
410,1965-03-01,2523,3
411,1965-04-01,1321,4
412,1965-05-01,1438,5
413,1965-06-01,1062,6
414,1965-07-01,947,7
415,1965-08-01,777,8
416,1965-09-01,641,9
417,1965-10-01,973,10
418,1965-11-01,1188,11
419,1965-12-01,1869,12
420,1966-01-01,3033,1
421,1966-02-01,2092,2
422,1966-03-01,2679,3
423,1966-04-01,1450,4
424,1966-05-01,1034,5
425,1966-06-01,726,6
426,1966-07-01,581,7
427,1966-08-01,486,8
428,1966-09-01,484,9
429,1966-10-01,805,10
430,1966-11-01,1343,11
431,1966-12-01,1856,12
432,1967-01-01,3014,1
433,1967-02-01,2594,2
434,1967-03-01,1916,3
435,1967-04-01,1168,4
436,1967-05-01,880,5
437,1967-06-01,763,6
438,1967-07-01,624,7
439,1967-08-01,546,8
440,1967-09-01,503,9
441,1967-10-01,523,10
442,1967-11-01,1080,11
443,1967-12-01,1303,12
444,1968-01-01,1656,1
445,1968-02-01,988,2
446,1968-03-01,959,3
447,1968-04-01,612,4
448,1968-05-01,471,5
449,1968-06-01,409,6
450,1968-07-01,358,7
451,1968-08-01,367,8
452,1968-09-01,363,9
453,1968-10-01,453,10
454,1968-11-01,390,11
455,1968-12-01,1337,12
456,1969-01-01,1171,1
457,1969-02-01,1193,2
458,1969-03-01,966,3
459,1969-04-01,636,4
460,1969-05-01,413,5
461,1969-06-01,436,6
462,1969-07-01,338,7
463,1969-08-01,313,8
464,1969-09-01,214,9
465,1969-10-01,478,10
466,1969-11-01,1241,11
467,1969-12-01,1143,12
468,1970-01-01,1412,1
469,1970-02-01,1280,2
470,1970-03-01,1321,3
471,1970-04-01,761,4
472,1970-05-01,534,5
473,1970-06-01,446,6
474,1970-07-01,430,7
475,1970-08-01,347,8
476,1970-09-01,614,9
477,1970-10-01,527,10
478,1970-11-01,827,11
479,1970-12-01,555,12
480,1971-01-01,612,1
481,1971-02-01,357,2
482,1971-03-01,477,3
483,1971-04-01,401,4
484,1971-05-01,310,5
485,1971-06-01,365,6
486,1971-07-01,309,7
487,1971-08-01,218,8
488,1971-09-01,232,9
489,1971-10-01,470,10
490,1971-11-01,533,11
491,1971-12-01,1546,12
492,1972-01-01,1319,1
493,1972-02-01,1776,2
494,1972-03-01,1623,3
495,1972-04-01,892,4
496,1972-05-01,596,5
497,1972-06-01,469,6
498,1972-07-01,618,7
499,1972-08-01,442,8
500,1972-09-01,384,9
501,1972-10-01,694,10
502,1972-11-01,1132,11
503,1972-12-01,1290,12
504,1973-01-01,1587,1
505,1973-02-01,1428,2
506,1973-03-01,920,3
507,1973-04-01,1133,4
508,1973-05-01,662,5
509,1973-06-01,502,6
510,1973-07-01,438,7
511,1973-08-01,380,8
512,1973-09-01,333,9
513,1973-10-01,486,10
514,1973-11-01,739,11
515,1973-12-01,1409,12
516,1974-01-01,1830,1
517,1974-02-01,1064,2
518,1974-03-01,1544,3
519,1974-04-01,1118,4
520,1974-05-01,673,5
521,1974-06-01,661,6
522,1974-07-01,512,7
523,1974-08-01,405,8
524,1974-09-01,314,9
525,1974-10-01,411,10
526,1974-11-01,394,11
527,1974-12-01,1095,12
528,1975-01-01,1460,1
529,1975-02-01,1555,2
530,1975-03-01,871,3
531,1975-04-01,704,4
532,1975-05-01,502,5
533,1975-06-01,380,6
534,1975-07-01,414,7
535,1975-08-01,261,8
536,1975-09-01,241,9
537,1975-10-01,456,10
538,1975-11-01,987,11
539,1975-12-01,1196,12
540,1976-01-01,958,1
541,1976-02-01,1143,2
542,1976-03-01,1266,3
543,1976-04-01,962,4
544,1976-05-01,775,5
545,1976-06-01,753,6
546,1976-07-01,784,7
547,1976-08-01,744,8
548,1976-09-01,1068,9
549,1976-10-01,917,10
550,1976-11-01,1373,11
551,1976-12-01,1915,12
552,1977-01-01,1986,1
553,1977-02-01,1616,2
554,1977-03-01,1193,3
555,1977-04-01,1189,4
556,1977-05-01,698,5
557,1977-06-01,596,6
558,1977-07-01,467,7
559,1977-08-01,363,8
560,1977-09-01,583,9
561,1977-10-01,420,10
562,1977-11-01,832,11
563,1977-12-01,1449,12
564,1978-01-01,1919,1
565,1978-02-01,1268,2
566,1978-03-01,1224,3
567,1978-04-01,756,4
568,1978-05-01,707,5
569,1978-06-01,699,6
570,1978-07-01,495,7
571,1978-08-01,372,8
572,1978-09-01,354,9
573,1978-10-01,494,10
574,1978-11-01,892,11
575,1978-12-01,1100,12
576,1979-01-01,1385,1
577,1979-02-01,2413,2
578,1979-03-01,1422,3
579,1979-04-01,963,4
580,1979-05-01,808,5
581,1979-06-01,642,6
582,1979-07-01,578,7
583,1979-08-01,552,8
584,1979-09-01,733,9
585,1979-10-01,527,10
586,1979-11-01,946,11
587,1979-12-01,1651,12
588,1980-01-01,2690,1
589,1980-02-01,1929,2
590,1980-03-01,1121,3
591,1980-04-01,1709,4
592,1980-05-01,915,5
593,1980-06-01,784,6
594,1980-07-01,674,7
595,1980-08-01,487,8
596,1980-09-01,492,9
597,1980-10-01,459,10
598,1980-11-01,824,11
599,1980-12-01,1762,12
600,1981-01-01,2713,1
601,1981-02-01,1297,2
602,1981-03-01,1216,3
603,1981-04-01,917,4
604,1981-05-01,698,5
605,1981-06-01,704,6
606,1981-07-01,504,7
607,1981-08-01,469,8
608,1981-09-01,355,9
609,1981-10-01,819,10
610,1981-11-01,1325,11
611,1981-12-01,2333,12
612,1982-01-01,2417,1
613,1982-02-01,1820,2
614,1982-03-01,2845,3
615,1982-04-01,1651,4
616,1982-05-01,1061,5
617,1982-06-01,952,6
618,1982-07-01,760,7
619,1982-08-01,627,8
620,1982-09-01,488,9
621,1982-10-01,769,10
622,1982-11-01,798,11
623,1982-12-01,2073,12
624,1983-01-01,3506,1
625,1983-02-01,3230,2
626,1983-03-01,3046,3
627,1983-04-01,2327,4
628,1983-05-01,1572,5
629,1983-06-01,2303,6
630,1983-07-01,1308,7
631,1983-08-01,921,8
632,1983-09-01,1889,9
633,1983-10-01,1822,10
634,1983-11-01,1989,11
635,1983-12-01,3123,12
636,1984-01-01,2192,1
637,1984-02-01,1315,2
638,1984-03-01,994,3
639,1984-04-01,914,4
640,1984-05-01,861,5
641,1984-06-01,577,6
642,1984-07-01,466,7
643,1984-08-01,482,8
644,1984-09-01,547,9
645,1984-10-01,424,10
646,1984-11-01,631,11
647,1984-12-01,1326,12
648,1985-01-01,2594,1
649,1985-02-01,2210,2
650,1985-03-01,2434,3
651,1985-04-01,1343,4
652,1985-05-01,881,5
653,1985-06-01,680,6
654,1985-07-01,565,7
655,1985-08-01,476,8
656,1985-09-01,503,9
657,1985-10-01,470,10
658,1985-11-01,759,11
659,1985-12-01,1036,12
660,1986-01-01,1716,1
661,1986-02-01,1540,2
662,1986-03-01,1365,3
663,1986-04-01,806,4
664,1986-05-01,833,5
665,1986-06-01,555,6
666,1986-07-01,565,7
667,1986-08-01,590,8
668,1986-09-01,369,9
669,1986-10-01,294,10
670,1986-11-01,343,11
671,1986-12-01,1700,12
672,1987-01-01,1945,1
673,1987-02-01,1757,2
674,1987-03-01,1209,3
675,1987-04-01,1232,4
676,1987-05-01,838,5
677,1987-06-01,703,6
678,1987-07-01,548,7
679,1987-08-01,434,8
680,1987-09-01,573,9
681,1987-10-01,459,10
682,1987-11-01,590,11
683,1987-12-01,1345,12
684,1988-01-01,1303,1
685,1988-02-01,1788,2
686,1988-03-01,1421,3
687,1988-04-01,843,4
688,1988-05-01,713,5
689,1988-06-01,645,6
690,1988-07-01,435,7
691,1988-08-01,384,8
692,1988-09-01,321,9
693,1988-10-01,563,10
694,1988-11-01,655,11
695,1988-12-01,810,12
696,1989-01-01,1795,1
697,1989-02-01,1580,2
698,1989-03-01,1619,3
699,1989-04-01,893,4
700,1989-05-01,596,5
701,1989-06-01,553,6
702,1989-07-01,487,7
703,1989-08-01,476,8
704,1989-09-01,487,9
705,1989-10-01,437,10
706,1989-11-01,512,11
707,1989-12-01,1128,12
708,1990-01-01,1364,1
709,1990-02-01,639,2
710,1990-03-01,1086,3
711,1990-04-01,723,4
712,1990-05-01,630,5
713,1990-06-01,428,6
714,1990-07-01,432,7
715,1990-08-01,405,8
716,1990-09-01,462,9
717,1990-10-01,443,10
718,1990-11-01,384,11
719,1990-12-01,591,12
720,1991-01-01,1926,1
721,1991-02-01,1981,2
722,1991-03-01,1764,3
723,1991-04-01,1915,4
724,1991-05-01,1032,5
725,1991-06-01,677,6
726,1991-07-01,579,7
727,1991-08-01,425,8
728,1991-09-01,390,9
729,1991-10-01,666,10
730,1991-11-01,458,11
731,1991-12-01,809,12
732,1992-01-01,2875,1
733,1992-02-01,2406,2
734,1992-03-01,1408,3
735,1992-04-01,1052,4
736,1992-05-01,1003,5
737,1992-06-01,614,6
738,1992-07-01,597,7
739,1992-08-01,448,8
740,1992-09-01,695,9
741,1992-10-01,796,10
742,1992-11-01,1298,11
743,1992-12-01,1188,12
744,1993-01-01,1301,1
745,1993-02-01,1938,2
746,1993-03-01,1512,3
747,1993-04-01,1103,4
748,1993-05-01,717,5
749,1993-06-01,727,6
750,1993-07-01,502,7
751,1993-08-01,435,8
752,1993-09-01,457,9
753,1993-10-01,566,10
754,1993-11-01,437,11
755,1993-12-01,705,12
756,1994-01-01,1927,1
757,1994-02-01,845,2
758,1994-03-01,1224,3
759,1994-04-01,775,4
760,1994-05-01,868,5
761,1994-06-01,563,6
762,1994-07-01,458,7
763,1994-08-01,352,8
764,1994-09-01,273,9
765,1994-10-01,306,10
766,1994-11-01,460,11
767,1994-12-01,1062,12
768,1995-01-01,924,1
769,1995-02-01,2788,2
770,1995-03-01,1193,3
771,1995-04-01,998,4
772,1995-05-01,741,5
773,1995-06-01,532,6
774,1995-07-01,471,7
775,1995-08-01,311,8
776,1995-09-01,273,9
777,1995-10-01,637,10
778,1995-11-01,617,11
779,1995-12-01,988,12
780,1996-01-01,1928,1
781,1996-02-01,1231,2
782,1996-03-01,1431,3
783,1996-04-01,829,4
784,1996-05-01,664,5
785,1996-06-01,499,6
786,1996-07-01,442,7
787,1996-08-01,389,8
788,1996-09-01,681,9
789,1996-10-01,518,10
790,1996-11-01,1455,11
791,1996-12-01,1736,12
792,1997-01-01,3621,1
793,1997-02-01,1824,2
794,1997-03-01,1498,3
795,1997-04-01,1066,4
796,1997-05-01,765,5
797,1997-06-01,863,6
798,1997-07-01,578,7
799,1997-08-01,437,8
800,1997-09-01,405,9
801,1997-10-01,502,10
802,1997-11-01,715,11
803,1997-12-01,1185,12
804,1998-01-01,1191,1
805,1998-02-01,1248,2
806,1998-03-01,965,3
807,1998-04-01,676,4
808,1998-05-01,571,5
809,1998-06-01,513,6
810,1998-07-01,362,7
811,1998-08-01,360,8
812,1998-09-01,260,9
813,1998-10-01,501,10
814,1998-11-01,525,11
815,1998-12-01,1010,12
816,1999-01-01,1681,1
817,1999-02-01,1410,2
818,1999-03-01,1545,3
819,1999-04-01,754,4
820,1999-05-01,531,5
821,1999-06-01,502,6
822,1999-07-01,400,7
823,1999-08-01,278,8
824,1999-09-01,290,9
825,1999-10-01,210,10
826,1999-11-01,335,11
827,1999-12-01,796,12
828,2000-01-01,2248,1
829,2000-02-01,1817,2
830,2000-03-01,1376,3
831,2000-04-01,811,4
832,2000-05-01,540,5
833,2000-06-01,493,6
834,2000-07-01,419,7
835,2000-08-01,380,8
836,2000-09-01,558,9
837,2000-10-01,302,10
838,2000-11-01,703,11
839,2000-12-01,1013,12
840,2001-01-01,896,1
841,2001-02-01,713,2
842,2001-03-01,628,3
843,2001-04-01,494,4
844,2001-05-01,374,5
845,2001-06-01,294,6
846,2001-07-01,250,7
847,2001-08-01,217,8
848,2001-09-01,272,9
849,2001-10-01,400,10
850,2001-11-01,567,11
851,2001-12-01,1029,12
852,2002-01-01,1240,1
853,2002-02-01,1982,2
854,2002-03-01,1147,3
855,2002-04-01,641,4
856,2002-05-01,512,5
857,2002-06-01,420,6
858,2002-07-01,381,7
859,2002-08-01,308,8
860,2002-09-01,354,9
861,2002-10-01,222,10
862,2002-11-01,549,11
863,2002-12-01,998,12
864,2003-01-01,1882,1
865,2003-02-01,1396,2
866,2003-03-01,1072,3
867,2003-04-01,718,4
868,2003-05-01,531,5
869,2003-06-01,394,6
870,2003-07-01,385,7
871,2003-08-01,271,8
872,2003-09-01,261,9
873,2003-10-01,302,10
874,2003-11-01,433,11
875,2003-12-01,916,12
876,2004-01-01,1252,1
877,2004-02-01,1614,2
878,2004-03-01,1326,3
879,2004-04-01,1048,4
880,2004-05-01,761,5
881,2004-06-01,692,6
882,2004-07-01,564,7
883,2004-08-01,386,8
884,2004-09-01,294,9
885,2004-10-01,483,10
886,2004-11-01,520,11
887,2004-12-01,1526,12
888,2005-01-01,2239,1
889,2005-02-01,1713,2
890,2005-03-01,1541,3
891,2005-04-01,874,4
892,2005-05-01,950,5
893,2005-06-01,676,6
894,2005-07-01,561,7
895,2005-08-01,416,8
896,2005-09-01,477,9
897,2005-10-01,392,10
898,2005-11-01,721,11
899,2005-12-01,1352,12
900,2006-01-01,1114,1
901,2006-02-01,1161,2
902,2006-03-01,1377,3
903,2006-04-01,673,4
904,2006-05-01,495,5
905,2006-06-01,425,6
906,2006-07-01,362,7
907,2006-08-01,283,8
908,2006-09-01,325,9
909,2006-10-01,472,10
910,2006-11-01,671,11
911,2006-12-01,1268,12
912,2007-01-01,3364,1
913,2007-02-01,2146,2
914,2007-03-01,948,3
915,2007-04-01,746,4
916,2007-05-01,601,5
917,2007-06-01,527,6
918,2007-07-01,463,7
919,2007-08-01,354,8
920,2007-09-01,241,9
921,2007-10-01,294,10
922,2007-11-01,647,11
923,2007-12-01,880,12
924,2008-01-01,1092,1
925,2008-02-01,1737,2
926,2008-03-01,1758,3
927,2008-04-01,1448,4
928,2008-05-01,771,5
929,2008-06-01,624,6
930,2008-07-01,460,7
931,2008-08-01,433,8
932,2008-09-01,418,9
933,2008-10-01,477,10
934,2008-11-01,866,11
935,2008-12-01,1558,12
936,2009-01-01,2028,1
937,2009-02-01,2485,2
938,2009-03-01,1619,3
939,2009-04-01,1643,4
940,2009-05-01,843,5
941,2009-06-01,696,6
942,2009-07-01,630,7
943,2009-08-01,525,8
944,2009-09-01,705,9
945,2009-10-01,828,10
946,2009-11-01,658,11
947,2009-12-01,1813,12
948,2010-01-01,1811,1
949,2010-02-01,1026,2
950,2010-03-01,1268,3
951,2010-04-01,807,4
952,2010-05-01,579,5
953,2010-06-01,478,6
954,2010-07-01,426,7
955,2010-08-01,301,8
956,2010-09-01,284,9
957,2010-10-01,455,10
958,2010-11-01,861,11
959,2010-12-01,1512,12
960,2011-01-01,2959,1
961,2011-02-01,1087,2
962,2011-03-01,1931,3
963,2011-04-01,1063,4
964,2011-05-01,698,5
965,2011-06-01,628,6
966,2011-07-01,488,7
967,2011-08-01,388,8
968,2011-09-01,298,9
969,2011-10-01,459,10
970,2011-11-01,515,11
971,2011-12-01,1648,12
972,2012-01-01,2628,1
973,2012-02-01,1225,2
974,2012-03-01,910,3
975,2012-04-01,724,4
976,2012-05-01,675,5
977,2012-06-01,740,6
978,2012-07-01,508,7
979,2012-08-01,340,8
980,2012-09-01,262,9
981,2012-10-01,253,10
982,2012-11-01,435,11
983,2012-12-01,665,12
984,2013-01-01,1814,1
985,2013-02-01,1655,2
986,2013-03-01,1245,3
987,2013-04-01,996,4
988,2013-05-01,629,5
989,2013-06-01,648,6
990,2013-07-01,499,7
991,2013-08-01,363,8
992,2013-09-01,351,9
993,2013-10-01,505,10
994,2013-11-01,559,11
995,2013-12-01,980,12
996,2014-01-01,497,1
997,2014-02-01,274,2
998,2014-03-01,330,3
999,2014-04-01,387,4
1000,2014-05-01,267,5
1001,2014-06-01,252,6
1002,2014-07-01,233,7
1003,2014-08-01,200,8
1004,2014-09-01,143,9
1005,2014-10-01,102,10
1006,2014-11-01,290,11
1007,2014-12-01,544,12
1008,2015-01-01,308,1
1009,2015-02-01,600,2
1010,2015-03-01,806,3
1011,2015-04-01,527,4
1012,2015-05-01,388,5
1013,2015-06-01,328,6
1014,2015-07-01,256,7
1015,2015-08-01,189,8
1016,2015-09-01,401,9
1017,2015-10-01,166,10
1018,2015-11-01,526,11
1019,2015-12-01,897,12
1020,2016-01-01,1650,1
1021,2016-02-01,1123,2
1022,2016-03-01,1186,3
1023,2016-04-01,581,4
1024,2016-05-01,446,5
1025,2016-06-01,637,6
1026,2016-07-01,339,7
1027,2016-08-01,284,8
1028,2016-09-01,229,9
1029,2016-10-01,365,10
1030,2016-11-01,653,11
1031,2016-12-01,650,12
1032,2017-01-01,795,1
1033,2017-02-01,576,2
1034,2017-03-01,595,3
1035,2017-04-01,366,4
1036,2017-05-01,429,5
1037,2017-06-01,354,6
1038,2017-07-01,243,7
1039,2017-08-01,176,8
1040,2017-09-01,130,9
1041,2017-10-01,210,10
1042,2017-11-01,365,11
1043,2017-12-01,534,12
1044,2018-01-01,928,1
