NUM   TIPO   MODIF  MI ANOI MF ANOF
  65 IPTER     0.00  2 2022  2 2022                                                                                                                                                                     
  65 GTMIN   220.37 11 2022 11 2022                                                                                                                                                                     
  65 IPTER     6.45  3 2022  3 2022                                                                                                                                                                     
  65 GTMIN   236.12 12 2022  3 2023                                                                                                                                                                     
  65 IPTER     0.00  4 2022  8 2022                                                                                                                                                                     
  65 GTMIN   141.67  4 2023  4 2023                                                                                                                                                                     
  65 IPTER   100.00  9 2022  9 2022                                                                                                                                                                     
  65 GTMIN   220.89  5 2023  5 2023                                                                                                                                                                     
  65 IPTER    48.39 10 2022 10 2022                                                                                                                                                                     
  65 GTMIN   236.12  6 2023 10 2023                                                                                                                                                                     
  65 IPTER     6.67 11 2022 11 2022                                                                                                                                                                     
  65 GTMIN   220.37 11 2023 11 2023                                                                                                                                                                     
  65 IPTER     0.00 12 2022  3 2023                                                                                                                                                                     
  65 GTMIN   220.89 12 2023 12 2023                                                                                                                                                                     
  65 IPTER    40.00  4 2023  4 2023                                                                                                                                                                     
  65 GTMIN   236.12  1 2024  5 2024                                                                                                                                                                     
  65 IPTER     6.45  5 2023  5 2023                                                                                                                                                                     
  65 GTMIN   220.37  6 2024  6 2024                                                                                                                                                                     
  65 IPTER     0.00  6 2023 10 2023                                                                                                                                                                     
  65 GTMIN   236.12  7 2024  7 2024                                                                                                                                                                     
  65 IPTER     6.67 11 2023 11 2023                                                                                                                                                                     
  65 GTMIN   220.89  8 2024  8 2024                                                                                                                                                                     
  65 IPTER     6.45 12 2023 12 2023                                                                                                                                                                     
  65 GTMIN   236.12  9 2024                                                                                                                                                                             
  65 IPTER     0.00  1 2024  5 2024                                                                                                                                                                     
  65 IPTER     6.67  6 2024  6 2024                                                                                                                                                                     
  65 IPTER     0.00  7 2024  7 2024                                                                                                                                                                     
  65 IPTER     6.45  8 2024  8 2024                                                                                                                                                                     
  65 IPTER     0.00  9 2024                                                                                                                                                                             
 183 POTEF   235.20  1 2020          DO ATLANTICO                                                                                                                                                       
 183 IPTER     4.01  1 2020                                                                                                                                                                             
 183 GTMIN   201.50  1 2020                                                                                                                                                                             
 137 POTEF  1338.30  1 2021          GNA I                                                                                                                                                              
 238 POTEF  1672.60  3 2024          GNA P. ACU 3                                                                                                                                                       
 238 GTMIN  1598.16  7 2024 10 2024                                                                                                                                                                     
 238 GTMIN  1278.58 11 2024 11 2024                                                                                                                                                                     
 155 POTEF   140.33  1 2020          GOIANIA II                                                                                                                                                         
   2 POTEF   131.00  1 2020          IGARAPE                                                                                                                                                            
   2 FCMAX     0.00  1 2020                                                                                                                                                                             
  54 POTEF    87.05  1 2020          JUIZ DE FORA                                                                                                                                                       
  15 POTEF   204.00  1 2020          LINHARES                                                                                                                                                           
  15 GTMIN   199.16  1 2020 11 2020                                                                                                                                                                     
  15 IPTER     8.87  1 2021  1 2021                                                                                                                                                                     
  15 IPTER     0.00  2 2021  2 2021                                                                                                                                                                     
  15 IPTER     8.87  3 2021  3 2021                                                                                                                                                                     
  15 IPTER     5.83  4 2021  4 2021                                                                                                                                                                     
  15 IPTER     3.23  5 2021  5 2021                                                                                                                                                                     
  15 IPTER     9.17  6 2021  6 2021                                                                                                                                                                     
  15 IPTER     0.00  7 2021  7 2021                                                                                                                                                                     
  15 IPTER     8.87  8 2021  8 2021                                                                                                                                                                     
  15 IPTER    10.00  9 2021  9 2021                                                                                                                                                                     
  15 IPTER     7.26 10 2021 10 2021                                                                                                                                                                     
  15 IPTER    11.67 11 2021 11 2021                                                                                                                                                                     
  15 IPTER     0.00 12 2021 12 2021                                                                                                                                                                     
  15 IPTER     9.68  1 2022  1 2022                                                                                                                                                                     
  15 IPTER     0.00  2 2022  2 2022                                                                                                                                                                     
  15 IPTER     8.87  3 2022  3 2022                                                                                                                                                                     
  15 IPTER     9.17  4 2022  4 2022                                                                                                                                                                     
  15 IPTER     8.87  5 2022  5 2022                                                                                                                                                                     
  15 IPTER     9.17  6 2022  6 2022                                                                                                                                                                     
  15 IPTER     7.26  7 2022  7 2022                                                                                                                                                                     
  15 IPTER    11.29  8 2022  8 2022                                                                                                                                                                     
  15 IPTER     9.17  9 2022  9 2022                                                                                                                                                                     
  15 IPTER     8.06 10 2022 10 2022                                                                                                                                                                     
  15 IPTER    10.83 11 2022 11 2022                                                                                                                                                                     
  15 IPTER     8.87 12 2022  1 2023                                                                                                                                                                     
  15 IPTER     9.82  2 2023  2 2023                                                                                                                                                                     
  15 IPTER     9.68  3 2023  3 2023                                                                                                                                                                     
  15 IPTER     7.50  4 2023  4 2023                                                                                                                                                                     
  15 IPTER    10.48  5 2023  5 2023                                                                                                                                                                     
  15 IPTER     0.00  6 2023 12 2023                                                                                                                                                                     
  15 IPTER     8.87  1 2024  1 2024                                                                                                                                                                     
  15 IPTER     0.00  2 2024  2 2024                                                                                                                                                                     
  15 IPTER     8.87  3 2024  3 2024                                                                                                                                                                     
  15 IPTER     9.17  4 2024  4 2024                                                                                                                                                                     
  15 IPTER     0.00  5 2024  5 2024                                                                                                                                                                     
  15 IPTER     9.17  6 2024  6 2024                                                                                                                                                                     
  15 IPTER     0.00  7 2024  7 2024                                                                                                                                                                     
  15 IPTER     8.87  8 2024  8 2024                                                                                                                                                                     
  15 IPTER     8.33  9 2024  9 2024                                                                                                                                                                     
  15 IPTER     9.68 10 2024 10 2024                                                                                                                                                                     
  15 IPTER     6.67 11 2024 11 2024                                                                                                                                                                     
  15 IPTER     2.42 12 2024                                                                                                                                                                             
 236 POTEF   565.50  1 2023          MARLIM AZUL                                                                                                                                                        
 236 GTMIN   420.84  1 2023  4 2023                                                                                                                                                                     
 236 GTMIN   420.84 11 2023  4 2024                                                                                                                                                                     
 236 GTMIN   420.84 11 2024                                                                                                                                                                             
 110 POTEF   572.10  1 2020          N.PIRATINING                                                                                                                                                       
 110 FCMAX    65.51 10 2020                                                                                                                                                                             
 173 POTEF   200.00  1 2020          NORTEFLU-3                                                                                                                                                         
 173 IPTER     0.00  1 2023 11 2023                                                                                                                                                                     
 173 IPTER    22.58 12 2023 12 2023                                                                                                                                                                     
 173 IPTER     0.00  1 2024  4 2024                                                                                                                                                                     
 173 IPTER    22.58  5 2024  5 2024                                                                                                                                                                     
 173 IPTER     0.00  6 2024                                                                                                                                                                             
 174 POTEF   126.78  1 2020          NORTEFLU-4                                                                                                                                                         
 174 IPTER     0.00  1 2021  2 2021                                                                                                                                                                     
 174 IPTER    80.65  3 2021  3 2021                                                                                                                                                                     
 174 IPTER     0.00  4 2021  5 2021                                                                                                                                                                     
 174 IPTER    96.67  6 2021  6 2021                                                                                                                                                                     
 174 IPTER     0.00  7 2021  7 2021                                                                                                                                                                     
 174 IPTER    80.65  8 2021  8 2021                                                                                                                                                                     
 174 IPTER     0.00  9 2021  2 2022                                                                                                                                                                     
 174 IPTER    70.97  3 2022  3 2022                                                                                                                                                                     
 174 IPTER     0.00  4 2022  8 2022                                                                                                                                                                     
 174 IPTER    43.33  9 2022  9 2022                                                                                                                                                                     
 174 IPTER     0.00 10 2022 10 2022                                                                                                                                                                     
 174 IPTER    20.00 11 2022 11 2022                                                                                                                                                                     
 174 IPTER    19.35 12 2022 12 2022                                                                                                                                                                     
 174 IPTER     0.00  1 2023  7 2023                                                                                                                                                                     
 174 IPTER    19.35  8 2023  8 2023                                                                                                                                                                     
 174 IPTER     0.00  9 2023 11 2023                                                                                                                                                                     
 174 IPTER   100.00 12 2023 12 2023                                                                                                                                                                     
 174 IPTER     0.00  1 2024  4 2024                                                                                                                                                                     
 174 IPTER   100.00  5 2024  5 2024                                                                                                                                                                     
 174 IPTER     0.00  6 2024                                                                                                                                                                             
 229 POTEF    50.00 11 2020          ONCA PINTADA                                                                                                                                                       
 229 GTMIN     6.86 11 2020                                                                                                                                                                             
 182 POTEF   175.56  1 2020          PALMEIRAS GO                                                                                                                                                       
 182 FCMAX    70.40  1 2020  5 2020                                                                                                                                                                     
 182 FCMAX    80.00  6 2020                                                                                                                                                                             
  50 POTEF   200.00  1 2020          PIRAT.12 G                                                                                                                                                         
  50 FCMAX     0.00  1 2020                                                                                                                                                                             
 230 POTEF     5.00  1 2021          PREDILECTA                                                                                                                                                         
 230 GTMIN     1.00  1 2021                                                                                                                                                                             
   9 POTEF    25.00  1 2020          R.SILVEIRA                                                                                                                                                         
   9 FCMAX     0.00  1 2020                                                                                                                                                                             
  62 POTEF   385.90  1 2020          SEROPEDICA                                                                                                                                                         
  62 GTMIN   127.35  1 2020  1 2020                                                                                                                                                                     
  62 GTMIN   119.98  2 2020  2 2020                                                                                                                                                                     
  62 GTMIN   127.35  3 2020  3 2020                                                                                                                                                                     
  62 GTMIN    75.81 10 2020 10 2020                                                                                                                                                                     
  62 GTMIN    72.92 11 2020 11 2020                                                                                                                                                                     
  62 GTMIN    76.41 12 2020 12 2020                                                                                                                                                                     
  62 GTMIN   118.63  1 2021  1 2021                                                                                                                                                                     
  62 GTMIN   123.15  2 2021  2 2021                                                                                                                                                                     
  62 GTMIN   131.73  3 2021  3 2021                                                                                                                                                                     
   4 POTEF   436.00  1 2020          ST.CRUZ 34                                                                                                                                                         
   4 FCMAX     0.00  1 2020                                                                                                                                                                             
  86 POTEF   500.00  1 2020          ST.CRUZ NOVA                                                                                                                                                       
  86 FCMAX    70.00  1 2020  3 2021                                                                                                                                                                     
  86 FCMAX   100.00  4 2021                                                                                                                                                                             
  86 IPTER    36.13  1 2021  1 2021                                                                                                                                                                     
  86 IPTER    70.00  2 2021  3 2021                                                                                                                                                                     
  86 IPTER     0.00  4 2021 12 2021                                                                                                                                                                     
 146 POTEF    41.40  3 2020          STA VITORIA                                                                                                                                                        
 146 FCMAX    92.03  3 2020                                                                                                                                                                             
 194 POTEF   340.00  1 2020          T.NORTE 2                                                                                                                                                          
 194 FCMAX     0.00  1 2020                                                                                                                                                                             
 223 POTEF    50.00  1 2024          TERMOIRAPE I                                                                                                                                                       
  90 POTEF   928.70  1 2020          TERMOMACAE                                                                                                                                                         
  47 POTEF  1036.00  1 2020          TERMORIO                                                                                                                                                           
  47 GTMIN   127.35  1 2020  1 2020                                                                                                                                                                     
  47 GTMIN   119.98  2 2020  2 2020                                                                                                                                                                     
  47 GTMIN   127.35  3 2020  3 2020                                                                                                                                                                     
  47 GTMIN   100.50  4 2020  9 2020                                                                                                                                                                     
  47 GTMIN   101.08 10 2020 10 2020                                                                                                                                                                     
  47 GTMIN   100.50 11 2020 11 2020                                                                                                                                                                     
  47 GTMIN   101.88 12 2020 12 2020                                                                                                                                                                     
  47 GTMIN   118.63  1 2021  1 2021                                                                                                                                                                     
  47 GTMIN   123.15  2 2021  2 2021                                                                                                                                                                     
  47 GTMIN   131.73  3 2021  3 2021                                                                                                                                                                     
  47 GTMIN   100.50  4 2021  9 2021                                                                                                                                                                     
  47 GTMIN   122.30 10 2021 10 2021                                                                                                                                                                     
  47 GTMIN   121.53 11 2021 11 2021                                                                                                                                                                     
  47 GTMIN   131.73 12 2021 12 2021                                                                                                                                                                     
  47 GTMIN   147.57  1 2022  1 2022                                                                                                                                                                     
  47 GTMIN   153.57  2 2022  2 2022                                                                                                                                                                     
  47 GTMIN   152.82  3 2022  3 2022                                                                                                                                                                     
  47 GTMIN   100.50  4 2022  9 2022                                                                                                                                                                     
  47 GTMIN   146.76 10 2022 10 2022                                                                                                                                                                     
  47 GTMIN   145.83 11 2022 11 2022                                                                                                                                                                     
  47 GTMIN   152.82 12 2022  1 2023                                                                                                                                                                     
  47 GTMIN   147.78  2 2023  2 2023                                                                                                                                                                     
  47 GTMIN   158.07  3 2023  3 2023                                                                                                                                                                     
  47 GTMIN   100.50  4 2023  9 2023                                                                                                                                                                     
  47 GTMIN   151.62 10 2023 10 2023                                                                                                                                                                     
  47 GTMIN   145.83 11 2023 11 2023                                                                                                                                                                     
  47 GTMIN   142.35 12 2023 12 2023                                                                                                                                                                     
  47 GTMIN   152.82  1 2024  1 2024                                                                                                                                                                     
  47 GTMIN   149.58  2 2024  2 2024                                                                                                                                                                     
  47 GTMIN   142.35  3 2024  3 2024                                                                                                                                                                     
  47 GTMIN   100.50  4 2024  9 2024                                                                                                                                                                     
  47 GTMIN   161.28 10 2024 10 2024                                                                                                                                                                     
  47 GTMIN   145.83 11 2024 11 2024                                                                                                                                                                     
  47 GTMIN   147.57 12 2024                                                                                                                                                                             
  68 POTEF   350.00  1 2020          TRES LAGOAS                                                                                                                                                        
  49 POTEF   174.60  1 2020          VIANA                                                                                                                                                              
 108 POTEF    53.58  1 2020          XAVANTES                                                                                                                                                           
  48 POTEF   484.50  1 2020          ARAUCARIA                                                                                                                                                          
  48 FCMAX     0.00  1 2020                                                                                                                                                                             
 237 POTEF    50.00  4 2022          CAMBARA                                                                                                                                                            
 237 GTMIN    20.00  4 2022                                                                                                                                                                             
 156 POTEF   350.00  1 2020          CANDIOTA 3                                                                                                                                                         
 156 FCMAX    91.43  1 2020                                                                                                                                                                             
 156 GTMIN   210.00  1 2020  5 2020                                                                                                                                                                     
 156 GTMIN   210.00  7 2020  5 2021                                                                                                                                                                     
 156 GTMIN   210.00  7 2021  5 2022                                                                                                                                                                     
 156 GTMIN   210.00  7 2022  5 2023                                                                                                                                                                     
 156 GTMIN   210.00  7 2023  5 2024                                                                                                                                                                     
 156 GTMIN   210.00  7 2024                                                                                                                                                                             
 156 IPTER     0.00  1 2021  5 2021                                                                                                                                                                     
 156 IPTER   100.00  6 2021  6 2021                                                                                                                                                                     
 156 IPTER     0.00  7 2021  5 2022                                                                                                                                                                     
 156 IPTER   100.00  6 2022  6 2022                                                                                                                                                                     
 156 IPTER     0.00  7 2022  5 2023                                                                                                                                                                     
 156 IPTER   100.00  6 2023  6 2023                                                                                                                                                                     
 156 IPTER     0.00  7 2023  5 2024                                                                                                                                                                     
 156 IPTER   100.00  6 2024  6 2024                                                                                                                                                                     
 156 IPTER     0.00  7 2024                                                                                                                                                                             
  64 POTEF   248.57  1 2020          CANOAS                                                                                                                                                             
  28 POTEF    20.00  1 2020          FIGUEIRA                                                                                                                                                           
  28 FCMAX    90.00  1 2020                                                                                                                                                                             
  28 GTMIN    10.86  4 2020 12 2020                                                                                                                                                                     
  28 GTMIN     2.80  1 2021  1 2021                                                                                                                                                                     
  28 GTMIN    10.86  2 2021 12 2021                                                                                                                                                                     
  28 GTMIN     2.80  1 2022  1 2022                                                                                                                                                                     
  28 GTMIN    10.86  2 2022 12 2022                                                                                                                                                                     
  28 GTMIN     2.80  1 2023  1 2023                                                                                                                                                                     
  28 GTMIN    10.86  2 2023 12 2023                                                                                                                                                                     
  28 GTMIN     4.65  1 2024  1 2024                                                                                                                                                                     
  28 GTMIN     9.56  2 2024                                                                                                                                                                             
  28 IPTER    74.19  1 2021  1 2021                                                                                                                                                                     
  28 IPTER     0.00  2 2021 12 2021                                                                                                                                                                     
  28 IPTER    74.19  1 2022  1 2022                                                                                                                                                                     
  28 IPTER     0.00  2 2022 12 2022                                                                                                                                                                     
  28 IPTER    74.19  1 2023  1 2023                                                                                                                                                                     
  28 IPTER     0.00  2 2023 12 2023                                                                                                                                                                     
  26 POTEF   100.00  1 2020          J.LACERDA A1                                                                                                                                                       
  26 FCMAX    90.00  1 2020                                                                                                                                                                             
  26 GTMIN    60.00  1 2020  1 2020                                                                                                                                                                     
  26 GTMIN    35.00  4 2020  4 2020                                                                                                                                                                     
  26 GTMIN    25.00  5 2020  9 2020                                                                                                                                                                     
  26 GTMIN    33.00 10 2020  3 2021                                                                                                                                                                     
  26 GTMIN    25.00  6 2021 10 2021                                                                                                                                                                     
  26 GTMIN    30.00  1 2022  1 2022                                                                                                                                                                     
  26 GTMIN    25.00  6 2022 10 2022                                                                                                                                                                     
  26 GTMIN    30.00  1 2023  1 2023                                                                                                                                                                     
  26 GTMIN    25.00  6 2023 10 2023                                                                                                                                                                     
  26 GTMIN    30.00  1 2024  1 2024                                                                                                                                                                     
  26 GTMIN    25.00  6 2024 10 2024                                                                                                                                                                     
  27 POTEF   132.00  1 2020          J.LACERDA A2                                                                                                                                                       
  27 FCMAX    90.91  1 2020                                                                                                                                                                             
  27 GTMIN   106.33  1 2020  1 2020                                                                                                                                                                     
  27 GTMIN    33.00  2 2020  3 2020                                                                                                                                                                     
  27 GTMIN    66.00  4 2020  8 2020                                                                                                                                                                     
  27 GTMIN    33.00  9 2020 10 2020                                                                                                                                                                     
  27 GTMIN    66.00 11 2020  1 2021                                                                                                                                                                     
  27 GTMIN    66.00  4 2021 10 2021                                                                                                                                                                     
  27 GTMIN    66.00  1 2022  1 2022                                                                                                                                                                     
  27 GTMIN    66.00  4 2022 10 2022                                                                                                                                                                     
  27 GTMIN    66.00  1 2023  1 2023                                                                                                                                                                     
  27 GTMIN    66.00  4 2023 10 2023                                                                                                                                                                     
  27 GTMIN    66.00  1 2024  1 2024                                                                                                                                                                     
  27 GTMIN    66.00  4 2024 10 2024                                                                                                                                                                     
  25 POTEF   262.00  1 2020          J.LACERDA B                                                                                                                                                        
  25 FCMAX    91.60  1 2020                                                                                                                                                                             
  25 GTMIN   208.64  1 2020  1 2020                                                                                                                                                                     
  25 GTMIN    80.00  2 2020  3 2020                                                                                                                                                                     
  25 GTMIN   208.64  4 2020 12 2020                                                                                                                                                                     
  25 GTMIN   169.14  1 2021  1 2021                                                                                                                                                                     
  25 GTMIN   169.14  4 2021  1 2022                                                                                                                                                                     
  25 GTMIN   169.14  4 2022  1 2023                                                                                                                                                                     
  25 GTMIN   169.14  4 2023  1 2024                                                                                                                                                                     
  25 GTMIN   169.14  4 2024                                                                                                                                                                             
  24 POTEF   363.00  1 2020          J.LACERDA C                                                                                                                                                        
  24 FCMAX    92.29  1 2020                                                                                                                                                                             
  24 GTMIN   306.46  1 2020  1 2020                                                                                                                                                                     
  24 GTMIN   180.00  2 2020  2 2020                                                                                                                                                                     
  24 GTMIN   138.39  3 2020  3 2020                                                                                                                                                                     
  24 GTMIN    81.72  6 2020  6 2020                                                                                                                                                                     
  24 GTMIN   306.46  7 2020 12 2020                                                                                                                                                                     
  24 GTMIN   244.37  1 2021  1 2021                                                                                                                                                                     
  24 GTMIN   180.00  2 2021  3 2021                                                                                                                                                                     
  24 GTMIN   244.37  4 2021  1 2022                                                                                                                                                                     
  24 GTMIN   244.37  4 2022  1 2023                                                                                                                                                                     
  24 GTMIN   244.37  4 2023  1 2024                                                                                                                                                                     
  24 GTMIN   244.37  4 2024                                                                                                                                                                             
 107 POTEF   345.00  1 2020          PAMPA SUL                                                                                                                                                          
 107 FCMAX    90.32  1 2020  1 2020                                                                                                                                                                            
 107 GTMIN   170.00  1 2020                                                                                                                                                                             
 107 FCMAX   100.00  2 2020                                                                                                                                                                             
  35 POTEF   639.90  1 2020          URUGUAIANA                                                                                                                                                         
  35 FCMAX     0.00  1 2020                                                                                                                                                                             
 109 POTEF    13.12  1 2020          ALTOS                                                                                                                                                              
 109 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 109 FCMAX   100.00  1 2021                                                                                                                                                                             
 111 POTEF    11.48  1 2020          ARACATI                                                                                                                                                            
 111 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 111 FCMAX   100.00  1 2021                                                                                                                                                                             
 112 POTEF    30.97  1 2020          BAHIA I                                                                                                                                                            
 113 POTEF    11.48  1 2020          BATURITE                                                                                                                                                           
 113 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 113 FCMAX   100.00  1 2021                                                                                                                                                                             
 235 POTEF   143.08  6 2021          CAMACARI MII                                                                                                                                                       
  52 POTEF   169.08  1 2020          CAMPINA GDE                                                                                                                                                        
 117 POTEF    13.12  1 2020          CAMPO MAIOR                                                                                                                                                        
 117 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 117 FCMAX   100.00  1 2021                                                                                                                                                                             
 119 POTEF    14.76  1 2020          CAUCAIA                                                                                                                                                            
 119 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 119 FCMAX   100.00  1 2021                                                                                                                                                                             
 121 POTEF    13.12  1 2020          CRATO                                                                                                                                                              
 121 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 121 FCMAX   100.00  1 2021                                                                                                                                                                             
 125 POTEF    14.76  1 2020          ENGUIA PECEM                                                                                                                                                       
 125 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 125 FCMAX   100.00  1 2021                                                                                                                                                                             
  42 POTEF   326.60  1 2020          FORTALEZA                                                                                                                                                          
  42 FCMAX    52.68  1 2020  1 2020                                                                                                                                                                     
  42 FCMAX   100.00  2 2020                                                                                                                                                                             
  42 GTMIN   223.00  1 2021                                                                                                                                                                             
  53 POTEF   148.80  1 2020          GLOBAL I                                                                                                                                                           
  55 POTEF   148.80  1 2020          GLOBAL II                                                                                                                                                          
 127 POTEF    14.76  1 2020          IGUATU                                                                                                                                                             
 127 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 127 FCMAX   100.00  1 2021                                                                                                                                                                             
 133 POTEF    14.76  1 2020          JUAZEIRO N                                                                                                                                                         
 133 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 133 FCMAX   100.00  1 2021                                                                                                                                                                             
  57 POTEF   168.00  1 2020          MARACANAU I                                                                                                                                                        
  57 FCMAX    85.42  1 2020  3 2020                                                                                                                                                                     
  57 FCMAX    98.03  4 2020                                                                                                                                                                             
 135 POTEF    13.12  1 2020          MARAMBAIA                                                                                                                                                          
 135 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 135 FCMAX   100.00  1 2021                                                                                                                                                                             
 164 POTEF   147.16  1 2020          MURICY                                                                                                                                                             
 138 POTEF    13.12  1 2020          NAZARIA                                                                                                                                                            
 138 FCMAX     0.00  1 2020 12 2020                                                                                                                                                                     
 138 FCMAX   100.00  1 2021                                                                                                                                                                             
 167 POTEF   720.28  1 2020          P. PECEM I                                                                                                                                                         
 224 POTEF  1515.64  3 2020          P. SERGIPE I                                                                                                                                                       
 160 POTEF    94.08  1 2020          PAU FERRO I                                                                                                                                                        
 162 POTEF   143.08  6 2021          PECEM II                                                                                                                                                           
  98 POTEF   200.79  1 2020          PERNAMBU_III                                                                                                                                                       
  98 FCMAX    91.14  1 2020  3 2020                                                                                                                                                                     
  98 FCMAX    95.12  4 2020  8 2020                                                                                                                                                                     
  98 FCMAX   100.00  9 2020                                                                                                                                                                             
 144 POTEF   136.20  1 2020          PETROLINA                                                                                                                                                          
 144 FCMAX    96.92  1 2020                                                                                                                                                                             
 151 POTEF    53.12  1 2020          POTIGUAR                                                                                                                                                           
 161 POTEF    66.40  1 2020          POTIGUAR III                                                                                                                                                       
 161 FCMAX    82.50  1 2020                                                                                                                                                                             
 147 POTEF    28.02  1 2020          PROSPERIDADE                                                                                                                                                       
 170 POTEF   381.26  1 2020          SUAPE II                                                                                                                                                           
 170 IPTER     2.28  1 2021  1 2021                                                                                                                                                                     
 170 IPTER     0.63  2 2021  2 2021                                                                                                                                                                     
 170 IPTER     0.76  3 2021  3 2021                                                                                                                                                                     
 170 IPTER     2.55  4 2021  4 2021                                                                                                                                                                     
 170 IPTER     0.57  5 2021  5 2021                                                                                                                                                                     
 170 IPTER     0.78  6 2021  6 2021                                                                                                                                                                     
 170 IPTER     0.57  7 2021  7 2021                                                                                                                                                                     
 170 IPTER     2.66  8 2021  8 2021                                                                                                                                                                     
 170 IPTER     0.98  9 2021  9 2021                                                                                                                                                                     
 170 IPTER     0.95 10 2021 10 2021                                                                                                                                                                     
 170 IPTER     2.35 11 2021 11 2021                                                                                                                                                                     
 170 IPTER     1.33 12 2021  1 2022                                                                                                                                                                     
 170 IPTER     1.47  2 2022  2 2022                                                                                                                                                                     
 170 IPTER     2.85  3 2022  3 2022                                                                                                                                                                     
 170 IPTER     0.20  4 2022  4 2022                                                                                                                                                                     
 170 IPTER     1.71  5 2022  5 2022                                                                                                                                                                     
 170 IPTER     3.14  6 2022  6 2022                                                                                                                                                                     
 170 IPTER     0.76  7 2022  7 2022                                                                                                                                                                     
 170 IPTER     0.57  8 2022  8 2022                                                                                                                                                                     
 170 IPTER     4.71  9 2022  9 2022                                                                                                                                                                     
 170 IPTER     0.95 10 2022 10 2022                                                                                                                                                                     
 170 IPTER     0.20 11 2022 11 2022                                                                                                                                                                     
 170 IPTER     1.90 12 2022 12 2022                                                                                                                                                                     
 170 IPTER     3.04  1 2023  1 2023                                                                                                                                                                     
 170 IPTER     1.47  2 2023  2 2023                                                                                                                                                                     
 170 IPTER     0.57  3 2023  3 2023                                                                                                                                                                     
 170 IPTER     7.25  4 2023  4 2023                                                                                                                                                                     
 170 IPTER     1.71  5 2023  5 2023                                                                                                                                                                     
 170 IPTER     1.37  6 2023  6 2023                                                                                                                                                                     
 170 IPTER     0.76  7 2023  7 2023                                                                                                                                                                     
 170 IPTER     2.66  8 2023  8 2023                                                                                                                                                                     
 170 IPTER     0.39  9 2023  9 2023                                                                                                                                                                     
 170 IPTER     1.33 10 2023 10 2023                                                                                                                                                                     
 170 IPTER     3.14 11 2023 11 2023                                                                                                                                                                     
 170 IPTER     1.33 12 2023 12 2023                                                                                                                                                                     
 170 IPTER     0.19  1 2024  1 2024                                                                                                                                                                     
 170 IPTER     0.61  2 2024  2 2024                                                                                                                                                                     
 170 IPTER     1.52  3 2024  3 2024                                                                                                                                                                     
 170 IPTER     1.18  4 2024  4 2024                                                                                                                                                                     
 170 IPTER     0.57  5 2024  5 2024                                                                                                                                                                     
 170 IPTER     0.00  6 2024  7 2024                                                                                                                                                                     
 170 IPTER     0.19  8 2024  8 2024                                                                                                                                                                     
 170 IPTER     5.29  9 2024  9 2024                                                                                                                                                                     
