etapa,iter,miniIter,est,node,prob,ilha,codigoBarraDE,codigoBarraPARA,capacidade,fluxo,folga
FW,7,0,3,15,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,15,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,18,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,18,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,18,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,18,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,18,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,21,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,21,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,21,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,21,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,21,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,24,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,24,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,24,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,24,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,24,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,27,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,27,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,27,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,27,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,27,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,30,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,30,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,30,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,30,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,30,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,4,4,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,4,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,4,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,4,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,4,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,7,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,7,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,7,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,7,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,7,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,10,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,10,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,10,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,10,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,10,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,13,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,13,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,13,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,13,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,13,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,16,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,16,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,16,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,16,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,16,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,19,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,19,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,19,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,19,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,19,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,22,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,22,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,22,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,22,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,22,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,25,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,25,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,25,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,25,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,25,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,28,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,28,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,28,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,28,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,28,1.0,1,3,5,500.0,0.0,-9999.0
FW,7,0,4,31,1.0,1,1,2,10.0,0.0,-9999.0
FW,7,0,4,31,1.0,1,3,1,500.0,0.0,-9999.0
FW,7,0,4,31,1.0,1,3,2,500.0,0.0,-9999.0
FW,7,0,4,31,1.0,1,3,4,500.0,0.0,-9999.0
FW,7,0,4,31,1.0,1,3,5,500.0,0.0,-9999.0
